Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,Actual Result
B01 - googlebot-only directives must not apply,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/b01/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B01P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/b01/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864B01CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Run with a confirmed non-Googlebot SearchStax crawler identity. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B02 - bingbot-only directives must not apply,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/b02/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B02P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/b02/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864B02CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B03 - An unrelated bot name is ignored,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/b03/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B03P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/b03/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864B03CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B04 - Generic noindex survives unrelated bot allow,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/b04/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B04P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/b04/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864B04CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B05 - Matching configured bot: noindex,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: bot-token. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/b05/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B05P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/b05/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864B05CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Uses the QA-confirmed default meta name SearchStax Crawler. Reconfigure only when testing a different configured identity. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B06 - Matching bot name and directive case,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: bot-token. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/b06/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B06P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/b06/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864B06CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B07 - Specific allow overrides generic block,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: bot-token. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/b07/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B07P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/b07/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864B07CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Expected per this ticket: the supported specific tag takes precedence. Do not substitute Google-style restriction merging. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B08 - Specific precedence is independent of tag order,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: bot-token. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/b08/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B08P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/b08/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864B08CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B09 - Specific tag specifies only one dimension,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Confirm. Requirements: bot-token. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/b09/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B09P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Decision / lifecycle check. Targets: /cases/b09/child/: fetched/queue-eligible=Decision / lifecycle check, indexed=Decision / lifecycle check, marker=QA5864B09CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Clarify whole-tag replacement versus per-directive override. With specific index, should the generic nofollow remain? Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B10 - Partial bot-name match is not enough,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: bot-token. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/b10/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B10P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/b10/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864B10CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Verify supported name mapping, not a substring of the HTTP User-Agent. This lookalike must not match unless explicitly registered. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
B11 - Specific block overrides generic allow,Bot targeting,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: bot-token. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/b11/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864B11P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/b11/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864B11CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H01 - Header-only noindex,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h01/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H01P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/h01/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864H01CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H02 - Header-only nofollow,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h02/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H02P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/h02/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864H02CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H03 - Header-only noindex and nofollow,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h03/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H03P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/h03/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864H03CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H04 - Uppercase header directives,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h04/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H04P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/h04/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864H04CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H05 - Whitespace-separated header directives,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h05/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H05P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/h05/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864H05CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H06 - Mixed-case HTTP field name,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h06/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H06P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/h06/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864H06CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. A CDN may normalize field-name case. The local server preserves this wire casing; behavior must remain case-insensitive. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H07 - Repeated X-Robots-Tag field lines,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Confirm. Requirements: raw-duplicate-headers, headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h07/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H07P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Decision / lifecycle check. Targets: /cases/h07/child/: fetched/queue-eligible=Decision / lifecycle check, indexed=Decision / lifecycle check, marker=QA5864H07CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Proposed only: parent index=No; child eligible=No. Confirm policy before pass/fail. Clarify aggregation. Local server emits two physical field lines. Static CDNs may combine them; verify raw GET response before claiming the repeated-field variant was tested. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H08 - Text document: restricted and allowed controls,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Conditional. Requirements: headers, text-parser. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h08/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H08P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/h08/allowed.txt: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864H08ALLOWED; /cases/h08/restricted.txt: fetched/queue-eligible=Yes, indexed=No, marker=QA5864H08RESTRICTED. With Ignore robots.txt OFF: the same page-level behavior applies. The parent has no restriction. Both text URLs are fetchable. Restricted text must not index, while allowed text must index. Establish .txt support first; otherwise mark Blocked, not Passed. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H09 - Header noindex plus meta nofollow,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Confirm. Requirements: headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h09/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H09P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Decision / lifecycle check. Targets: /cases/h09/child/: fetched/queue-eligible=Decision / lifecycle check, indexed=Decision / lifecycle check, marker=QA5864H09CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Cross-source merge behavior is not explicit. Proposed: apply both independent restrictions; obtain product confirmation. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H10 - Header block versus meta allow,HTTP headers,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Confirm. Requirements: headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h10/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H10P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Decision / lifecycle check. Targets: /cases/h10/child/: fetched/queue-eligible=Decision / lifecycle check, indexed=Decision / lifecycle check, marker=QA5864H10CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Header-versus-meta conflict precedence requires a decision. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
